carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,previousOwners,has_reportedDamage,car_age,mileage_per_year,is_eco,is_luxury,mileage_bin,tax_to_engine_ratio
28438,ford,fiesta,2018.0,manual,28138.0,petrol,145.0,63.27314432037082,1.0,1.0,1,7.0,3517.25,0,0,10k-50k,145.0
21042,ford,fiesta,2018.0,manual,6042.0,petrol,145.0,64.2,1.1,4.0,1,7.0,755.25,0,0,0-10k,131.8181818181818
19890,ford,focus,2019.0,manual,11085.0,diesel,146.1972970464369,64.77354016351023,1.5,3.0,1,6.0,1583.5714285714287,0,0,10k-50k,97.46486469762459
1791,audi,a1,2017.0,manual,24001.0,diesel,145.0,76.3,1.6,1.0,1,8.0,2666.777777777778,0,1,10k-50k,90.625
48602,skoda,fabia,2019.0,manual,5078.0,petrol,145.0,57.7,1.0,3.0,1,6.0,725.4285714285714,0,0,0-10k,145.0
4926,audi,tt,2009.0,manual,83967.0,petrol,260.0,36.2,2.0,2.0,1,16.0,4939.235294117647,0,1,50k-100k,130.0
30562,ford,focus,2018.0,manual,10355.0,petrol,145.0,57.7,1.0,1.0,1,7.0,1294.375,0,0,10k-50k,145.0
53876,toyota,yaris,2019.0,manual,2732.0,petrol,145.0,47.9,1.5,4.0,1,6.0,390.2857142857143,0,0,0-10k,96.66666666666667
6678,audi,a6,2014.0,semiauto,57700.0,diesel,30.0,61.4,2.0,4.0,0,11.0,4808.333333333333,0,1,50k-100k,15.0
13834,bmw,series1,2019.0,automatic,7990.0,diesel,145.0,65.7,2.0,4.0,1,6.0,1141.4285714285713,0,1,0-10k,72.5
42373,mercedes,gleclass,2017.0,automatic,28939.0,diesel,145.0,42.8,2.9238631152929933,1.0,1,8.0,3215.4444444444443,0,1,10k-50k,49.591924889229944
53809,toyota,corolla,2019.0,manual,20.0,petrol,145.0,39.2,1.2,2.0,1,6.0,2.857142857142857,0,0,0-10k,120.83333333333334
47426,skoda,superb,2019.0,automatic,2182.0,petrol,145.0,38.2,2.0,2.0,1,6.0,311.7142857142857,0,0,0-10k,72.5
4720,audi,sq5,2020.0,semiauto,2000.0,diesel,145.0,38.2,2.0,3.0,1,5.0,333.3333333333333,0,1,0-10k,72.5
65019,opel,corsa,2017.0,manual,34745.0,petrol,30.0,55.4,1.4,2.0,1,8.0,3860.5555555555557,0,0,10k-50k,21.42857142857143
20861,ford,fiesta,2014.0,manual,13495.0,petrol,0.0,65.7,1.0,4.0,1,11.0,1124.5833333333333,0,0,10k-50k,0.0
2088,audi,q3,2016.0,manual,81386.0,diesel,145.0,52.3,2.0,3.0,1,9.0,8138.6,0,1,50k-100k,72.5
5651,audi,a5,2019.0,automatic,8000.0,diesel,145.0,48.7,2.0,6.0,1,6.0,1142.857142857143,0,1,0-10k,72.5
57407,opel,crosslandx,2019.0,manual,12428.0,petrol,150.0,44.8,1.2,2.0,1,6.0,1775.4285714285713,0,0,10k-50k,125.0
41910,mercedes,claclass,2015.0,manual,34119.0,diesel,20.0,70.6,1.5,3.0,1,10.0,3101.7272727272725,0,1,10k-50k,13.333333333333334
6232,audi,rs5,2017.0,semiauto,18630.0,petrol,145.0,32.5,2.9,2.0,1,8.0,2070.0,0,1,10k-50k,50.0
52983,toyota,gt86,2019.0,semiauto,16241.0,petrol,145.0,32.8,2.1016196496865485,3.0,1,6.0,2320.1428571428573,0,0,10k-50k,68.99440630069594
71788,vw,touareg,2014.0,automatic,45629.0,diesel,235.0,42.8,3.0,2.0,1,11.0,3802.4166666666665,0,0,10k-50k,78.33333333333333
37597,mercedes,gleclass,2019.0,semiauto,12065.0,diesel,145.0,66.46534069238052,2.0,2.0,1,6.0,1723.5714285714287,0,1,10k-50k,72.5
8583,bmw,series1,2019.0,semiauto,2973.0,diesel,145.0,48.7,2.0,1.0,1,6.0,424.7142857142857,0,1,0-10k,72.5
42172,mercedes,clclass,2019.0,automatic,85454.58629151213,diesel,145.97660861923887,55.4,2.0,3.0,1,6.0,12207.79804164459,0,1,50k-100k,72.98830430961944
45305,mercedes,clclass,2019.0,semiauto,2086.0,petrol,145.0,44.1,1.5,2.0,1,6.0,298.0,0,1,0-10k,96.66666666666667
8952,bmw,series1,2016.0,manual,31095.0,diesel,0.0,80.7,1.5,1.0,1,9.0,3109.5,0,1,10k-50k,0.0
31711,hyundai,kona,2018.0,manual,8093.0,petrol,150.0,54.3,1.0,2.0,1,7.0,1011.625,0,0,0-10k,150.0
57982,opel,mokka,2016.0,semiauto,19000.0,petrol,160.0,43.5,1.4,1.0,1,9.0,1900.0,0,0,10k-50k,114.28571428571429
42289,mercedes,clclass,2016.0,semiauto,38395.0,diesel,22.149735350517,66.87329832949604,2.1,2.0,1,9.0,3839.5,0,1,10k-50k,10.547493024055713
40989,mercedes,clclass,2017.0,semiauto,25241.0,diesel,94.31985556060377,68.42383142133714,2.1,4.0,1,8.0,2804.5555555555557,0,1,10k-50k,44.91421693362084
48935,skoda,karoq,2019.0,manual,5966.0,diesel,145.0,42.8,2.0,3.0,1,6.0,852.2857142857143,0,0,0-10k,72.5
23983,ford,fiesta,2017.0,manual,47000.0,petrol,150.0,54.3,1.2,1.0,1,8.0,5222.222222222223,0,0,10k-50k,125.0
41615,mercedes,claclass,2016.0,automatic,42406.0,diesel,20.0,70.6,1.5,4.0,1,9.0,4240.6,0,1,10k-50k,13.333333333333334
20808,ford,focus,2014.0,manual,40155.0,petrol,20.0,60.1,1.0,3.0,1,11.0,3346.25,0,0,10k-50k,20.0
29716,ford,focus,2017.0,manual,18324.0,petrol,101.27779951315563,63.217496880032776,1.0,3.0,1,8.0,2036.0,0,0,10k-50k,101.27779951315563
74438,vw,golfsv,2009.0,manual,74000.0,diesel,125.0,57.6,2.0,3.0,1,16.0,4352.941176470588,0,0,50k-100k,62.5
57108,opel,insignia,2018.0,manual,16200.0,petrol,145.0,50.4,1.5,4.0,1,7.0,2025.0,0,0,10k-50k,96.66666666666667
39401,mercedes,gleclass,2016.0,semiauto,30277.0,diesel,20.0,72.4,2.0,3.0,1,9.0,3027.7,0,1,10k-50k,10.0
58458,opel,corsa,2017.0,manual,22623.0,petrol,260.0,55.4,1.4,2.0,1,8.0,2513.6666666666665,0,0,10k-50k,185.71428571428572
49249,skoda,fabia,2019.0,manual,3500.0,petrol,145.0,50.4,1.0,3.0,1,6.0,500.0,0,0,0-10k,145.0
44522,mercedes,clclass,2019.0,semiauto,8456.0,petrol,146.0590085562345,30.7867713579993,3.0,4.0,1,6.0,1208.0,0,1,0-10k,48.6863361854115
73546,vw,polo,2017.0,manual,20000.0,petrol,145.0,60.1,1.2,3.0,1,8.0,2222.222222222222,0,0,10k-50k,120.83333333333334
62047,opel,grandlandx,2018.0,manual,14613.0,diesel,145.0,56.5,1.5,4.0,0,7.0,1826.625,0,0,10k-50k,96.66666666666667
64240,opel,astra,2018.0,manual,9296.0,diesel,146.1002130653328,62.8,1.6,4.0,1,7.0,1162.0,0,0,0-10k,91.312633165833
72845,vw,golfsv,2020.0,automatic,1000.0,petrol,150.0,42.8,1.5,2.0,1,5.0,166.66666666666666,0,0,0-10k,100.0
28261,ford,focus,2017.0,automatic,27348.0,petrol,146.30483788965486,48.947919362077364,1.5,2.0,1,8.0,3038.6666666666665,0,0,10k-50k,97.53655859310324
45847,mercedes,clclass,2017.0,automatic,14161.0,diesel,145.0,67.3,2.1,3.0,1,8.0,1573.4444444444443,0,1,10k-50k,69.04761904761905
34817,mercedes,glcclass,2019.0,semiauto,6112.0,diesel,145.0,40.9,2.0,2.0,1,6.0,873.1428571428571,0,1,0-10k,72.5
56076,opel,corsa,2019.0,manual,2314.0,petrol,145.0,43.5,1.4,2.0,1,6.0,330.57142857142856,0,0,0-10k,103.57142857142858
67415,vw,scirocco,2016.0,semiauto,31269.0,diesel,30.0,62.8,2.0,2.0,1,9.0,3126.9,0,0,10k-50k,15.0
28004,ford,focus,2018.0,manual,8107.0,diesel,145.0,67.3,2.0,2.0,1,7.0,1013.375,0,0,0-10k,72.5
30132,ford,focus,2017.0,manual,16251.0,petrol,145.0,60.1,1.0,2.0,1,8.0,1805.6666666666667,0,0,10k-50k,145.0
18948,ford,ecosport,2017.0,manual,37560.0,petrol,145.0,53.3,1.0,1.0,1,8.0,4173.333333333333,0,0,10k-50k,145.0
22233,ford,focus,2016.0,manual,19834.0,petrol,201.07995429154295,41.291221389380986,2.0,4.0,1,9.0,1983.4,0,0,10k-50k,100.53997714577147
1380,audi,q3,2019.0,manual,2550.0,diesel,145.0,42.8,2.0,4.0,1,6.0,364.2857142857143,0,1,0-10k,72.5
70205,vw,tiguan,2019.0,semiauto,4993.0,diesel,145.0,39.8,2.0,3.0,1,6.0,713.2857142857143,0,0,0-10k,72.5
52478,toyota,auris,2016.0,automatic,48315.0,hybrid,0.0,72.4,1.8,4.0,1,9.0,4831.5,1,0,10k-50k,0.0
28935,ford,focus,2017.0,manual,17856.0,petrol,205.0,41.5,2.0,3.0,1,8.0,1984.0,0,0,10k-50k,102.5
73930,vw,golfsv,2016.0,manual,29008.79744009127,petrol,30.0,58.9,1.2149343421783567,1.0,1,9.0,2900.879744009127,0,0,10k-50k,24.69269240197006
10667,bmw,series1,2009.0,semiauto,10.0,diesel,145.0,48.7,2.0,1.0,1,16.0,0.5882352941176471,0,1,0-10k,72.5
21033,ford,focus,2016.0,manual,27450.0,petrol,20.0,61.4,1.0,3.0,1,9.0,2745.0,0,0,10k-50k,20.0
74872,vw,troc,2019.0,automatic,12540.0,petrol,146.7674999801497,39.8,1.5,2.0,1,6.0,1791.4285714285713,0,0,10k-50k,97.84499998676647
54340,toyota,auris,2016.0,automatic,19000.0,hybrid,0.0,72.4,1.8,1.0,1,9.0,1900.0,1,0,10k-50k,0.0
27577,ford,focus,2018.0,manual,15800.0,diesel,145.0,56.5,2.0,3.0,1,7.0,1975.0,0,0,10k-50k,72.5
65871,vw,golfsv,2016.0,manual,46246.0,diesel,20.0,67.3,2.0,4.0,1,9.0,4624.6,0,0,10k-50k,10.0
36039,mercedes,clclass,2019.0,semiauto,4504.0,petrol,145.0,44.1,2.0,2.0,1,6.0,643.4285714285714,0,1,0-10k,72.5
11469,bmw,series2,2015.0,manual,19893.0,diesel,30.0,65.7,2.0,4.0,1,10.0,1808.4545454545455,0,1,10k-50k,15.0
13837,bmw,series5,2019.0,automatic,6552.0,diesel,145.0,53.3,3.0,1.0,1,6.0,936.0,0,1,0-10k,48.333333333333336
64987,opel,corsa,2015.0,manual,35400.0,petrol,125.0,51.4,1.4,4.0,1,10.0,3218.181818181818,0,0,10k-50k,89.28571428571429
53111,toyota,auris,2015.0,automatic,46752.0,hybrid,0.0,70.6,1.8,4.0,1,10.0,4250.181818181818,1,0,10k-50k,0.0
64381,opel,corsa,2017.0,manual,20390.0,petrol,145.0,47.1,1.4,1.0,1,8.0,2265.5555555555557,0,0,10k-50k,103.57142857142858
15291,ford,focus,2016.0,manual,42792.0,diesel,20.0,70.6,2.0,4.0,1,9.0,4279.2,0,0,10k-50k,10.0
58485,opel,crosslandx,2017.0,manual,33629.0,petrol,145.0,55.4,1.2,1.0,1,8.0,3736.5555555555557,0,0,10k-50k,120.83333333333334
53482,toyota,rav4,2015.0,manual,28308.0,diesel,150.0,53.0,2.0,1.0,1,10.0,2573.4545454545455,0,0,10k-50k,75.0
44972,mercedes,clclass,2019.0,semiauto,8023.0,petrol,145.0,29.7,3.0,2.0,1,6.0,1146.142857142857,0,1,0-10k,48.333333333333336
56541,opel,zafira,2010.0,manual,85454.58629151213,petrol,260.0,36.2,1.8,2.0,1,15.0,5340.911643219508,0,0,50k-100k,144.44444444444443
4338,audi,a3,2016.0,semiauto,48200.0,petrol,30.0,56.5,1.4,4.0,1,9.0,4820.0,0,1,10k-50k,21.42857142857143
73823,vw,tiguan,2016.0,manual,34214.0,diesel,160.0,50.4,2.0,3.0,1,9.0,3421.4,0,0,10k-50k,80.0
10713,bmw,series3,2019.0,semiauto,8765.0,petrol,145.0,41.5,2.0,1.0,1,6.0,1252.142857142857,0,1,0-10k,72.5
17165,ford,focus,2019.0,automatic,10472.0,petrol,146.58540877758867,48.72413448773491,1.0,1.0,1,6.0,1496.0,0,0,10k-50k,146.58540877758867
45801,mercedes,clclass,2019.0,semiauto,10104.0,petrol,146.15705483168196,30.7867713579993,3.0,1.0,1,6.0,1443.4285714285713,0,1,10k-50k,48.71901827722732
70768,vw,golfsv,2019.0,manual,12607.0,petrol,260.0,49.6,1.0,3.0,1,6.0,1801.0,0,0,10k-50k,260.0
9524,bmw,series4,2016.0,semiauto,29958.0,diesel,30.0,65.7,2.0,4.0,1,9.0,2995.8,0,1,10k-50k,15.0
22508,ford,kuga,2015.0,manual,48085.0,petrol,30.0,57.7,1.2,2.0,1,10.0,4371.363636363636,0,0,10k-50k,25.0
4455,audi,q3,2016.0,manual,45876.0,diesel,30.0,60.1,2.0,3.0,1,9.0,4587.6,0,1,10k-50k,15.0
600,audi,a3,2018.0,manual,14500.0,petrol,145.0,46.3,1.0,3.0,1,7.0,1812.5,0,1,10k-50k,145.0
57090,opel,vivaro,2016.0,manual,45775.0,petrol,20.0,62.8,1.0,2.0,1,9.0,4577.5,0,0,10k-50k,20.0
59551,opel,astra,2018.0,manual,22736.0,petrol,145.0,45.6,1.6,3.0,1,7.0,2842.0,0,0,10k-50k,90.625
21721,ford,fiesta,2019.0,manual,5120.0,petrol,150.0,56.5,1.0,4.0,1,6.0,731.4285714285714,0,0,0-10k,150.0
54317,toyota,aygo,2019.0,manual,1000.0,petrol,145.0,57.7,1.0,4.0,1,6.0,142.85714285714286,0,0,0-10k,145.0
75203,vw,golfsv,2016.0,manual,26500.0,diesel,0.0,74.3,1.6,2.0,0,9.0,2650.0,0,0,10k-50k,0.0
74771,vw,polo,2012.0,manual,62432.0,petrol,125.0,51.4,1.2,4.0,1,13.0,4459.428571428572,0,0,50k-100k,104.16666666666667
62028,opel,combolife,2019.0,manual,5012.0,diesel,145.0,53.3,1.5,1.0,1,6.0,716.0,0,0,0-10k,96.66666666666667
3633,audi,q2,2018.0,automatic,7000.0,diesel,145.0,33.6,3.0,3.0,1,7.0,875.0,0,1,0-10k,48.333333333333336
68082,vw,golfsv,2019.0,manual,5631.0,petrol,150.0,32.8,2.0,2.0,1,6.0,804.4285714285714,0,0,0-10k,75.0
36483,mercedes,clclass,2019.0,automatic,6995.0,diesel,145.0,57.7,2.0,3.0,1,6.0,999.2857142857143,0,1,0-10k,72.5
69702,vw,polo,2015.0,manual,62000.0,petrol,20.0,60.1,1.0,3.0,1,10.0,5636.363636363636,0,0,50k-100k,20.0
50088,skoda,citigo,2018.0,manual,10525.0,petrol,145.0,64.2,1.0,2.0,1,7.0,1315.625,0,0,10k-50k,145.0
17187,ford,focus,2019.0,manual,12062.0,petrol,146.56566415157948,58.33248525668902,1.0,4.0,1,6.0,1723.142857142857,0,0,10k-50k,146.56566415157948
20890,ford,fiesta,2018.0,automatic,23624.0,petrol,145.0,80.7,1.0,3.0,1,7.0,2953.0,0,0,10k-50k,145.0
16045,ford,ecosport,2015.0,manual,39000.0,diesel,30.0,61.4,1.700329046717675,3.0,1,10.0,3545.4545454545455,0,0,10k-50k,17.643643774663598
52021,toyota,hilux,2017.0,manual,58630.0,diesel,260.0,40.4,2.4,4.0,1,8.0,6514.444444444444,0,0,50k-100k,108.33333333333334
52283,toyota,auris,2016.0,automatic,6113.0,hybrid,1.2791580338000172,78.5,1.8,1.0,1,9.0,611.3,1,0,0-10k,0.7106433521111207
44841,mercedes,clclass,2015.0,automatic,34278.0,diesel,30.0,62.8,2.1,1.0,1,10.0,3116.181818181818,0,1,10k-50k,14.285714285714285
59018,opel,crosslandx,2019.0,manual,2646.0,petrol,145.0,47.1,1.2,4.0,1,6.0,378.0,0,0,0-10k,120.83333333333334
23602,ford,focus,2016.0,manual,6000.0,diesel,0.0,74.3,1.5,2.0,1,9.0,600.0,0,0,0-10k,0.0
15894,ford,fiesta,2016.0,manual,4520.0,petrol,125.0,54.3,1.1890532953138,2.0,1,9.0,452.0,0,0,0-10k,105.12564953365826
12898,bmw,m3,2005.0,manual,85454.58629151213,diesel,260.0,22.1,3.2,3.0,1,20.0,4069.26601388153,0,1,50k-100k,81.25
59071,opel,mokka,2019.0,manual,3000.0,petrol,145.0,44.8,1.4,3.0,1,6.0,428.57142857142856,0,0,0-10k,103.57142857142858
47667,skoda,superb,2016.0,semiauto,43212.0,diesel,30.0,61.4,2.0,2.0,1,9.0,4321.2,0,0,10k-50k,15.0
5077,audi,q3,2018.0,semiauto,15412.0,petrol,150.0,47.9,1.4,1.0,1,7.0,1926.5,0,1,10k-50k,107.14285714285715
31597,hyundai,tucson,2017.0,semiauto,5060.0,diesel,125.0,57.6,1.7,3.0,1,8.0,562.2222222222222,0,0,0-10k,73.52941176470588
33372,hyundai,i10,2019.0,manual,1580.0,petrol,145.0,49.6,1.0,4.0,1,6.0,225.71428571428572,0,0,0-10k,145.0
40343,mercedes,clclass,2018.0,automatic,10346.0,petrol,145.93855849860452,45.682121509416525,2.0,3.0,1,7.0,1293.25,0,1,10k-50k,72.96927924930226
36213,mercedes,clclass,2016.0,automatic,60619.0,hybrid,4.082611478807193,78.13999999999999,2.0,2.0,1,9.0,6061.9,1,1,50k-100k,2.0413057394035965
43571,mercedes,clsclass,2016.1315195799357,semiauto,25696.0,diesel,165.0,52.3,3.0,1.0,0,8.868480420064316,2603.845668858563,0,1,10k-50k,55.0
21120,ford,galaxy,2017.0,manual,32750.0,diesel,125.0,56.5,2.0,1.0,1,8.0,3638.8888888888887,0,0,10k-50k,62.5
63776,opel,corsa,2017.0,automatic,4000.0,petrol,150.0,47.9,1.4,3.0,1,8.0,444.44444444444446,0,0,0-10k,107.14285714285715
75831,vw,up,2020.0,manual,100.0,petrol,145.0,54.3,1.0,1.0,1,5.0,16.666666666666668,0,0,0-10k,145.0
28962,ford,galaxy,2009.0,manual,75000.0,diesel,200.0,45.6,2.0,3.0,1,16.0,4411.764705882353,0,0,50k-100k,100.0
40104,mercedes,clclass,2018.0,automatic,13500.0,petrol,147.14935426344135,35.796771427531176,3.0,2.0,1,7.0,1687.5,0,1,10k-50k,49.04978475448045
26679,ford,ka,2018.0,manual,17554.0,petrol,145.0,57.7,1.2,3.0,1,7.0,2194.25,0,0,10k-50k,120.83333333333334
7784,bmw,ix35,2019.0412770178882,semiauto,4339.0,diesel,145.0,37.7,3.0,2.0,1,5.958722982111794,623.5339459774306,0,1,0-10k,48.333333333333336
62698,opel,mokka,2019.0,manual,6431.0,petrol,145.0,39.2,1.4,3.0,1,6.0,918.7142857142857,0,0,0-10k,103.57142857142858
60500,opel,meriva,2008.0,manual,54936.0,petrol,200.0,44.1,1.4,4.0,1,17.0,3052.0,0,0,50k-100k,142.85714285714286
27423,ford,fiesta,2018.0,manual,11064.0,petrol,145.0,62.8,1.0,2.0,1,7.0,1383.0,0,0,10k-50k,145.0
27980,ford,ecosport,2015.0,manual,33600.0,petrol,160.0,44.8,1.5,3.0,1,10.0,3054.5454545454545,0,0,10k-50k,106.66666666666667
54752,toyota,corolla,2020.0,manual,3000.0,petrol,145.0,39.2,1.2,1.0,1,5.0,500.0,0,0,0-10k,120.83333333333334
2608,audi,a1,2017.0,manual,34650.76441004877,diesel,20.0,72.4,1.6,3.0,1,8.0,3850.084934449863,0,1,10k-50k,12.5
35741,mercedes,clclass,2017.0,automatic,8060.0,petrol,154.00372643166287,45.27562841492634,2.0,2.0,1,8.0,895.5555555555555,0,1,0-10k,77.00186321583143
19138,ford,kuga,2018.8731295067714,automatic,6800.0,diesel,145.0,47.9,2.0,3.0,1,6.12687049322858,954.1354801467,0,0,0-10k,72.5
61980,opel,corsa,2018.0,manual,8785.0,petrol,145.0,43.5,1.4,1.0,1,7.0,1098.125,0,0,0-10k,103.57142857142858
66702,vw,tcross,2019.0,manual,2694.0,petrol,145.0,47.9,1.0,4.0,1,6.0,384.85714285714283,0,0,0-10k,145.0
52749,toyota,yaris,2019.0,manual,24566.0,petrol,150.0,47.9,1.5,4.0,1,6.0,3509.4285714285716,0,0,10k-50k,100.0
2100,audi,a3,2019.0,automatic,4680.0,diesel,145.0,52.3,1.6,2.0,1,6.0,668.5714285714286,0,1,0-10k,90.625
30717,ford,focus,2013.0,manual,50223.0,petrol,30.025944180151072,56.303969285810446,1.0,4.0,1,12.0,3863.3076923076924,0,0,50k-100k,30.025944180151072
69696,vw,scirocco,2017.0,manual,16491.0,diesel,145.0,55.4,2.0,4.0,1,8.0,1832.3333333333333,0,0,10k-50k,72.5
54955,toyota,aygo,2018.0,manual,13608.0,petrol,145.0,69.0,1.0,3.0,1,7.0,1701.0,0,0,10k-50k,145.0
41263,mercedes,gleclass,2016.0,automatic,33367.0,diesel,150.0,54.3,3.0,3.0,1,9.0,3336.7,0,1,10k-50k,50.0
4839,audi,tt,2013.0,manual,67691.0,diesel,145.0,53.3,2.0,4.0,1,12.0,5207.0,0,1,50k-100k,72.5
17425,ford,fiesta,2017.0,manual,16000.0,petrol,150.0,27.70948954406702,1.2,3.0,1,8.0,1777.7777777777778,0,0,10k-50k,125.0
18231,ford,fiesta,2017.0,manual,25595.0,petrol,145.0,47.9,1.6,3.0,1,8.0,2843.8888888888887,0,0,10k-50k,90.625
6360,audi,q2,2019.0,semiauto,6257.0,petrol,145.0,35.22314553125907,2.0,2.0,1,6.0,893.8571428571429,0,1,0-10k,72.5
53043,toyota,chr,2017.0,manual,38500.0,petrol,145.0,47.9,1.2,4.0,1,8.0,4277.777777777777,0,0,10k-50k,120.83333333333334
75873,vw,golfsv,2017.0,manual,21121.0,petrol,125.0,50.4,1.4,4.0,1,8.0,2346.777777777778,0,0,10k-50k,89.28571428571429
67949,vw,up,2019.0,manual,1445.0,petrol,145.0,54.3,1.0,3.0,1,6.0,206.42857142857142,0,0,0-10k,145.0
55404,toyota,aygo,2015.0,manual,41700.0,petrol,0.0,69.0,1.0,3.0,1,10.0,3790.909090909091,0,0,10k-50k,0.0
63248,opel,corsa,2016.0,manual,18868.0,petrol,30.0,55.4,1.4,4.0,1,9.0,1886.8,0,0,10k-50k,21.42857142857143
28679,ford,focus,2016.0530803601941,manual,23881.0,petrol,20.0,60.1,1.0,3.0,1,8.946919639805856,2400.8437651825757,0,0,10k-50k,20.0
50685,skoda,octavia,2017.0,manual,17000.0,diesel,145.0,65.7,2.0,4.0,1,8.0,1888.888888888889,0,0,10k-50k,72.5
71053,vw,golfsv,2019.0,manual,10.0,diesel,145.0,55.4,1.6,2.0,1,6.0,1.4285714285714286,0,0,0-10k,90.625
42476,mercedes,gleclass,2019.0,automatic,10000.0,diesel,145.0,45.6,2.0,2.0,1,6.0,1428.5714285714287,0,1,0-10k,72.5
24561,ford,fiesta,2023.0,manual,15695.0,petrol,0.0,65.7,1.0,4.0,1,2.0,5231.666666666667,0,0,10k-50k,0.0
59211,opel,corsa,2018.0,manual,16000.0,petrol,145.0,55.4,1.4,4.0,1,7.0,2000.0,0,0,10k-50k,103.57142857142858
33004,hyundai,ioniq,2018.0,automatic,3297.0,hybrid,135.0,78.5,1.6,4.0,1,7.0,412.125,1,0,0-10k,84.375
32446,hyundai,i30,2017.0,manual,13692.0,petrol,145.0,56.5,1.0,2.0,1,8.0,1521.3333333333333,0,0,10k-50k,145.0
73397,vw,polo,2017.0,semiauto,12246.0,petrol,145.0,60.1,1.2,3.0,1,8.0,1360.6666666666667,0,0,10k-50k,120.83333333333334
45698,mercedes,glcclass,2019.0,automatic,10094.0,diesel,145.0,44.8,2.0,4.0,1,6.0,1442.0,0,1,10k-50k,72.5
57495,opel,mokka,2017.0,semiauto,20435.0,petrol,150.0,43.5,1.4,4.0,1,8.0,2270.5555555555557,0,0,10k-50k,107.14285714285715
25745,ford,kuga,2017.0,manual,41181.0,diesel,30.0,64.2,1.5,1.0,1,8.0,4575.666666666667,0,0,10k-50k,20.0
10860,bmw,series5,2019.0,automatic,10597.0,diesel,135.0,80.7,2.0,2.0,1,6.0,1513.857142857143,0,1,10k-50k,67.5
20985,ford,fiesta,2016.0,manual,19131.0,petrol,125.0,54.3,1.2,2.0,1,9.0,1913.1,0,0,10k-50k,104.16666666666667
5208,audi,tt,2014.0,manual,56000.0,petrol,165.0,44.1,1.8,2.0,1,11.0,4666.666666666667,0,1,50k-100k,91.66666666666667
54825,toyota,aygo,2015.0,manual,19231.0,petrol,0.0,68.3309696063973,1.0,3.0,1,10.0,1748.2727272727273,0,0,10k-50k,0.0
60491,opel,adam,2014.0,manual,17000.0,petrol,125.0,53.3,1.2,3.0,1,11.0,1416.6666666666667,0,0,10k-50k,104.16666666666667
39824,mercedes,clclass,2016.0,manual,53453.0,diesel,20.0,70.6,2.1,1.0,1,9.0,5345.3,0,1,50k-100k,9.523809523809524
58425,opel,corsa,2004.0,manual,48524.0,petrol,160.0,47.1,1.1,1.0,1,21.0,2205.6363636363635,0,0,10k-50k,145.45454545454544
44954,mercedes,glaclass,2015.0,automatic,40351.0,diesel,125.0,56.6,2.1,3.0,1,10.0,3668.2727272727275,0,1,10k-50k,59.52380952380952
35965,mercedes,claclass,2017.0,semiauto,17299.0,petrol,200.0,40.9,2.0,2.0,1,8.0,1922.111111111111,0,1,10k-50k,100.0
